source_token,source_lemma,target_rendering,block_id
གཡས་བསྐམ,གཡས་བསྐམ,right_leg_drawn_in,4-63
གཡོན་བརྐྱང,གཡོན་བརྐྱང,left_extended,4-63
ཞབས་ཀྱིས,ཞབས་ཀྱིས,with_your,4-63
མནན་ཏེ,མནན་ཏེ,Trampling,4-63
མེ་འབར,མེ་འབར,swirling_mass_of_fire,4-63
ཤིན་ཏུ,ཤིན་ཏུ,intensely,4-63
འབར་མ,འབར་མ,Blazing,4-63
ཕྱག་འཚལ,ཕྱག་འཚལ,Homage,4-64
ཏུ་རེ,ཏུ་རེ,TURE,4-64
འཇིགས་པ་ཆེན་པོས,འཇིགས་པ་ཆེན་པོས,Great_Fearful_One,4-64
བདུད་ཀྱི་དཔའ་བོ,བདུད་ཀྱི་དཔའ་བོ,champions_of_Mara,4-64
རྣམ་པར,རྣམ་པར,completely,4-64
འཇོམས་མ,འཇོམས་མ,destroys,4-64
ཆུ་སྐྱེས་ཞལ,ཆུ་སྐྱེས་ཞལ,lotus_face,4-64
ཁྲོ་གཉེར་ལྡན་མཛད,ཁྲོ་གཉེར་ལྡན་མཛད,forms_a_frowning_expression,4-64
དགྲ་བོ,དགྲ་བོ,enemies,4-64
ཐམས་ཅད,ཐམས་ཅད,all,4-64
མ་ལུས,མ་ལུས,without_exception,4-64
གསོད་མ,གསོད་མ,slays,4-64
ཕྱག་འཚལ,ཕྱག་འཚལ,Homage,4-65
དཀོན་མཆོག་གསུམ,དཀོན་མཆོག་གསུམ,Three_Jewels,4-65
མཚོན,མཚོན,symbolizing,4-65
ཕྱག་རྒྱའི,ཕྱག་རྒྱའི,mudrā,4-65
སོར་མོས,སོར་མོས,fingers,4-65
ཐུགས་ཀར,ཐུགས་ཀར,heart,4-65
རྣམ་པར་བརྒྱན་མ,རྣམ་པར་བརྒྱན་མ,Beautifully_adorn,4-65
མ་ལུས,མ་ལུས,without_exception,4-65
ཕྱོགས་ཀྱི,ཕྱོགས་ཀྱི,in_every_direction,4-65
འཁོར་ལོ,འཁོར་ལོ,wheels,4-65
བརྒྱན་པའི,བརྒྱན་པའི,Adorned_with,4-65
རང་གི་འོད་ཀྱི་ཚོགས་རྣམས,རང་གི་འོད་ཀྱི་ཚོགས་རྣམས,turbulent_mass_of_her_own_brilliance,4-65
འཁྲུགས་མ,འཁྲུགས་མ,Radiating,4-65
ཕྱག་འཚལ,ཕྱག་འཚལ,Homage,4-66
རབ་ཏུ་དགའ་བ,རབ་ཏུ་དགའ་བ,supreme_joy,4-66
བརྗིད་པའི,བརྗིད་པའི,majestic,4-66
དབུ་བརྒྱན,དབུ་བརྒྱན,crown_ornament,4-66
འོད་ཀྱི་ཕྲེང་བ,འོད་ཀྱི་ཕྲེང་བ,garlands_of_light,4-66
སྤེལ་མ,སྤེལ་མ,spread,4-66
བཞད་པ,བཞད་པ,laughter,4-66
ཏུཏྟཱ་ར་ཡིས,ཏུཏྟཱ་ར་ཡིས,with_TUTTĀRE,4-66
བདུད,བདུད,demons,4-66
དང་,དང་,and,4-66
འཇིག་རྟེན,འཇིག་རྟེན,world,4-66
དབང་དུ,དབང་དུ,under_your_power,4-66
མཛད་མ,མཛད་མ,Bring,4-66
ཕྱག་འཚལ,ཕྱག་འཚལ,Homage,4-67
ས་གཞི་སྐྱོང་བའི་ཚོགས་རྣམས,ས་གཞི་སྐྱོང་བའི་ཚོགས་རྣམས,hosts_of_local_guardians,4-67
ཐམས་ཅད,ཐམས་ཅད,all,4-67
འགུགས་པར,འགུགས་པར,to_summon,4-67
ནུས་པ་ཉིད་མ,ནུས་པ་ཉིད་མ,who_have_the_power,4-67
ཁྲོ་གཉེར་གཡོ་བའི,ཁྲོ་གཉེར་གཡོ་བའི,vibrating_frown,4-67
ཡི་གེ་ཧཱུཾ་གིས,ཡི་གེ་ཧཱུཾ་གིས,with_the_syllable_HŪṀ,4-67
ཕོངས་པ,ཕོངས་པ,destitution,4-67
ཐམས་ཅད,ཐམས་ཅད,all,4-67
རྣམ་པར,རྣམ་པར,Completely,4-67
སྒྲོལ་མ,སྒྲོལ་མ,liberate,4-67
ཕྱག་འཚལ,ཕྱག་འཚལ,Homage,4-68
ཟླ་བའི་དུམ་བུའི,ཟླ་བའི་དུམ་བུའི,crescent_moon,4-68
དབུ་བརྒྱན,དབུ་བརྒྱན,head_is_adorned_with,4-68
བརྒྱན་པ,བརྒྱན་པ,ornament,4-68
ཐམས་ཅད,ཐམས་ཅད,every,4-68
ཤིན་ཏུ,ཤིན་ཏུ,intensely,4-68
འབར་མ,འབར་མ,blazes,4-68
རལ་པའི་ཁྲོད་ནས,རལ་པའི་ཁྲོད་ནས,From_whose_matted_locks,4-68
འོད་དཔག་མེད,འོད་དཔག་མེད,Amitābha,4-68
རྟག་པར,རྟག་པར,Constantly,4-68
ཤིན་ཏུ,ཤིན་ཏུ,magnificent,4-68
འོད་རབ,འོད་རབ,light,4-68
མཛད་མ,མཛད་མ,radiates,4-68
ཕྱག་འཚལ,ཕྱག་འཚལ,Homage,4-69
བསྐལ་པ་ཐ་མའི་མེ,བསྐལ་པ་ཐ་མའི་མེ,fire_at_the_end_of_an_eon,4-69
ལྟར,ལྟར,Like,4-69
འབར་བའི་ཕྲེང་བའི,འབར་བའི་ཕྲེང་བའི,blazing_garland,4-69
དབུས་ན,དབུས་ན,in_the_midst_of,4-69
གནས་མ,གནས་མ,who_dwell,4-69
གཡས་བརྐྱང,གཡས་བརྐྱང,right_leg_extended,4-69
གཡོན་བསྐུམ,གཡོན་བསྐུམ,left_bent,4-69
ཀུན་ནས་བསྐོར,ཀུན་ནས་བསྐོར,surrounded,4-69
དགའི,དགའི,joy,4-69
དགྲ་ཡི་དཔུང,དགྲ་ཡི་དཔུང,armies_of_enemies,4-69
རྣམ་པར,རྣམ་པར,completely,4-69
འཇོམས་མ,འཇོམས་མ,destroy,4-69
ཕྱག་འཚལ,ཕྱག་འཚལ,Homage,4-70
ས་གཞིའི་ངོས,ས་གཞིའི་ངོས,surface_of_the_earth,4-70
ཕྱག་གི,ཕྱག་གི,With_your_palms,4-70
བསྣུན,བསྣུན,strike,4-70
ཅིང,ཅིང,and,4-70
ཞབས་ཀྱིས,ཞབས་ཀྱིས,with_your_feet,4-70
བརྡུང་མ,བརྡུང་མ,trample,4-70
ཁྲོ་གཉེར་ཅན་མཛད,ཁྲོ་གཉེར་ཅན་མཛད,wrathful_frown,4-70
ཡི་གེ་ཧཱུྃ་གིས,ཡི་གེ་ཧཱུྃ་གིས,with_the_syllable_HŪṀ,4-70
རིམ་པ་བདུན་པོ་རྣམས,རིམ་པ་བདུན་པོ་རྣམས,seven_levels,4-70
འགེམས་མ,འགེམས་མ,shatter,4-70
ཕྱག་འཚལ,ཕྱག་འཚལ,Homage,4-71
བདེ་མ,བདེ་མ,blissful,4-71
དགེ་མ,དགེ་མ,virtuous,4-71
ཞི་མ,ཞི་མ,peaceful,4-71
མྱ་ངན་འདས་ཞི,མྱ་ངན་འདས་ཞི,peace_of_nirvāṇa,4-71
སྤྱོད་ཡུལ་ཉིད་མ,སྤྱོད་ཡུལ་ཉིད་མ,sphere_of_experience,4-71
སྭཱ་ཧཱ,སྭཱ་ཧཱ,SVĀHĀ,4-71
ཨོཾ,ཨོཾ,OṀ,4-71
དང་,དང་,and,4-71
ཡང་དག་ལྡན་པས,ཡང་དག་ལྡན་པས,Perfectly_endowed_with,4-71
སྡིག་པ་ཆེན་པོ,སྡིག་པ་ཆེན་པོ,great_negativity,4-71
འཇོམས་པ་ཉིད་མ,འཇོམས་པ་ཉིད་མ,the_one_who_destroys,4-71
ཕྱག་འཚལ,ཕྱག་འཚལ,Homage,4-72
ཀུན་ནས་བསྐོར,ཀུན་ནས་བསྐོར,surrounded_by,4-72
རབ་དགའ་བའི,རབ་དགའ་བའི,intense_joy,4-72
དགྲ་ཡི་ལུས,དགྲ་ཡི་ལུས,bodies_of_enemies,4-72
རབ་ཏུ,རབ་ཏུ,utterly,4-72
འགེམས་མ,འགེམས་མ,shatters,4-72
ཡི་གེ་བཅུ་པའི,ཡི་གེ་བཅུ་པའི,ten-syllable_mantra,4-72
ངག,ངག,speech,4-72
བཀོད་པའི,བཀོད་པའི,arranged_on,4-72
རིག་པ,རིག་པ,wisdom,4-72
ཧཱུཾ་ལས,ཧཱུཾ་ལས,arising_from_HŪṀ,4-72
སྒྲོལ་མ་ཉིད་མ,སྒྲོལ་མ་ཉིད་མ,Tara,4-72
ཕྱག་འཚལ,ཕྱག་འཚལ,Homage,4-73
ཏུ་རེའི,ཏུ་རེའི,TURE,4-73
ཞབས,ཞབས,feet,4-73
བརྡབས་པས,བརྡབས་པས,stamp,4-73
ཧཱུཾ་གི་རྣམ་པའི,ཧཱུཾ་གི་རྣམ་པའི,in_the_form_of_HŪṀ,4-73
ས་བོན,ས་བོན,seed-syllable,4-73
ཉིད་མ,ཉིད་མ,essence,4-73
རི་རབ,རི་རབ,Mount_Meru,4-73
མནྡཱ་ར,མནྡཱ་ར,Mandara,4-73
དང་,དང་,and,4-73
འབིགས་བྱེད,འབིགས་བྱེད,Vindhya,4-73
འཇིག་རྟེན་གསུམ་རྣམས,འཇིག་རྟེན་གསུམ་རྣམས,three_worlds,4-73
གཡོ་བ,གཡོ་བ,to_tremble,4-73
ཕྱག་འཚལ,ཕྱག་འཚལ,Homage,4-74
ལྷ་ཡི་མཚོ་ཡི,ལྷ་ཡི་མཚོ་ཡི,celestial_lake,4-74
རྣམ་པའི,རྣམ་པའི,which_has_the_form_of,4-74
རི་དྭགས་རྟགས་ཅན,རི་དྭགས་རྟགས་ཅན,deer-marked_moon,4-74
ཕྱག་ན,ཕྱག་ན,in_your_hand,4-74
བསྣམས་མ,བསྣམས་མ,hold,4-74
ཏཱ་ར,ཏཱ་ར,TĀRA,4-74
གཉིས,གཉིས,twice,4-74
བརྗོད,བརྗོད,reciting,4-74
ཕཊ་ཀྱི་ཡི་གེས,ཕཊ་ཀྱི་ཡི་གེས,and_the_syllable_PHAT,4-74
དུག་རྣམས,དུག་རྣམས,poison,4-74
མ་ལུས་པར,མ་ལུས་པར,without_exception,4-74
ནི,ནི,every,4-74
སེལ་མ,སེལ་མ,clear_away,4-74
ཕྱག་འཚལ,ཕྱག་འཚལ,Homage,4-75
ལྷ་ཡི་ཚོགས་རྣམས,ལྷ་ཡི་ཚོགས་རྣམས,hosts_of_gods,4-75
རྒྱལ་པོ,རྒྱལ་པོ,sovereign,4-75
ལྷ,ལྷ,gods,4-75
དང་,དང་,and,4-75
མི་འམ་ཅི་ཡིས,མི་འམ་ཅི་ཡིས,kinnaras,4-75
བསྟེན་མ,བསྟེན་མ,Served_by,4-75
ཀུན་ནས་གོ་ཆ,ཀུན་ནས་གོ་ཆ,armor_of_universal,4-75
དགའ་བ,དགའ་བ,joy,4-75
བརྗིད་ཀྱིས,བརྗིད་ཀྱིས,With_the_majesty_of,4-75
རྩོད,རྩོད,strife,4-75
དང་,དང་,and,4-75
རྨི་ལམ་ངན་པ,རྨི་ལམ་ངན་པ,bad_dreams,4-75
སེལ་མ,སེལ་མ,dispel,4-75
ཕྱག་འཚལ,ཕྱག་འཚལ,Homage,4-76
ཉི་མ,ཉི་མ,sun,4-76
ཟླ་བ,ཟླ་བ,moon,4-76
རྒྱས་པའི,རྒྱས་པའི,full,4-76
སྤྱན་གཉིས་པོ,སྤྱན་གཉིས་པོ,two_eyes,4-76
འོད་རབ་གསལ་མ,འོད་རབ་གསལ་མ,as_brilliant_as_the_light,4-76
ཧ་ར,ཧ་ར,HARA,4-76
གཉིས,གཉིས,twice,4-76
བརྗོད,བརྗོད,reciting,4-76
ཏུཏྟཱ་ར་ཡིས,ཏུཏྟཱ་ར་ཡིས,and_TUTTĀRE,4-76
ཤིན་ཏུ་དྲག་པོའི,ཤིན་ཏུ་དྲག་པོའི,most_violent,4-76
རིམས་ནད,རིམས་ནད,contagious_diseases,4-76
སེལ་མ,སེལ་མ,dispel,4-76
ཕྱག་འཚལ,ཕྱག་འཚལ,Homage,4-77
དེ་ཉིད་གསུམ,དེ་ཉིད་གསུམ,three_suchnesses,4-77
རྣམ་བཀོད་པས,རྣམ་བཀོད་པས,Through_the_arrangement,4-77
ཞི་བའི་མཐུ,ཞི་བའི་མཐུ,power_of_peace,4-77
ཡང་དག་ལྡན་མ,ཡང་དག་ལྡན་མ,perfectly_endowed_with,4-77
གདོན,གདོན,demons,4-77
དང་,དང་,and,4-77
རོ་ལངས,རོ་ལངས,zombies,4-77
གནོད་སྦྱིན་ཚོགས་རྣམས,གནོད་སྦྱིན་ཚོགས་རྣམས,hosts_of_yakṣas,4-77
འཇོམས་པ,འཇོམས་པ,who_destroys,4-77
ཏུ་རེ,ཏུ་རེ,TURE,4-77
རབ་མཆོག,རབ་མཆོག,supreme,4-77
སྤྱན་རས་གཟིགས་དབང,སྤྱན་རས་གཟིགས་དབང,Avalokiteśvara's,5-1
སྙིང་རྗེའི,སྙིང་རྗེའི,compassion,5-1
ཆུ་གཏེར,ཆུ་གཏེར,ocean,5-1
ལས,ལས,From_the,5-1
ཕན་བདེའི,ཕན་བདེའི,of_benefit_and_bliss,5-1
ཀུན་ད,ཀུན་ད,blooming_lotus,5-1
དཔལ,དཔལ,glory,5-1
འཁྲུངས་པ,འཁྲུངས་པ,has_arisen,5-1
འཕགས་མ་སྒྲོལ་མ,འཕགས་མ་སྒྲོལ་མ,Noble_Tārā,5-1
བདུད་རྩིའི་འོད,བདུད་རྩིའི་འོད,light_of_nectar,5-1
སྣང་ཅན,སྣང་ཅན,possessing,5-1
འཇིགས་བཅས,འཇིགས་བཅས,filled_with_fear,5-1
མུན་པའི་རླབས,མུན་པའི་རླབས,waves_of_darkness,5-1
འདི,འདི,these,5-1
ཞི་བར་མཛོད,ཞི་བར་མཛོད,Please_pacify,5-1
རྒྱལ་ཀུན,རྒྱལ་ཀུན,all_the_Victors,5-2
ཡུམ་གྱུར,ཡུམ་གྱུར,Mother_of,5-2
གདུང་བ,གདུང་བ,torment,5-2
སེལ་བའི,སེལ་བའི,that_dispels,5-2
སྨན,སྨན,medicine,5-2
བྱམས་པའི་མ་མ,བྱམས་པའི་མ་མ,Loving_nurse,5-2
སྐྱེ་དགུའི,སྐྱེ་དགུའི,of_all_living_beings,5-2
གཉེན་གཅིག་པུ,གཉེན་གཅིག་པུ,sole_kinsman,5-2
ཚེ་རབས་ཕྲེང་བར,ཚེ་རབས་ཕྲེང་བར,garland_of_my_lives,5-2
ཕུལ་དུ་མ་མཆིས་པའི,ཕུལ་དུ་མ་མཆིས་པའི,I_have_no_other,5-2
སྐྱབས,སྐྱབས,refuge,5-2
ཁྱོད,ཁྱོད,in_you,5-2
སྙིང་པོའི་བར་དུ,སྙིང་པོའི་བར་དུ,until_I_reach_the_heart_of_enlightenment,5-2
སྐྱབས་སུ་བསྟེན,སྐྱབས་སུ་བསྟེན,I_take,5-2
བདག་སོགས,བདག་སོགས,For_us_and_all,5-3
ལས་ཀྱིས,ལས་ཀྱིས,by_our_karma,5-3
མནར་བའི,མནར་བའི,tormented,5-3
འགྲོ་བ་རྣམས,འགྲོ་བ་རྣམས,beings,5-3
གང་དུ་གནས་ཀྱང,གང་དུ་གནས་ཀྱང,Wherever_we_dwell,5-3
ནད,ནད,sickness,5-3
མཚོན,མཚོན,weapons,5-3
མུ་གེ,མུ་གེ,famine,5-3
སོགས,སོགས,and_the_like,5-3
མི་འདོད་དུ་མས,མི་འདོད་དུ་མས,countless_unwanted_sufferings,5-3
ཡང་ཡང,ཡང་ཡང,Repeatedly,5-3
གཙེས་ལགས་ན,གཙེས་ལགས་ན,afflict_us,5-3
སྡུག་བསྔལ་འདམ,སྡུག་བསྔལ་འདམ,mire_of_misery,5-3
ནས,ནས,from_this,5-3
དྲོངསཤིག,དྲོངསཤིག,Please_pull_us,5-3
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-3
བག་ཆགས,བག་ཆགས,habitual_tendencies,5-4
རྗེས་འབྲང,རྗེས་འབྲང,following,5-4
རྣམ་རྟོག,རྣམ་རྟོག,Conceptual_thoughts,5-4
ཆུ་གཉེར,ཆུ་གཉེར,ripples_on_water,5-4
ལྟར,ལྟར,like,5-4
སྐད་ཅིག་རེ་རེར,སྐད་ཅིག་རེ་རེར,In_each_and_every_instant,5-4
ངན་འགྲོའི་རྒྱུ,ངན་འགྲོའི་རྒྱུ,causes_for_the_miserable_realms,5-4
མང་,མང་,many,5-4
བསགས,བསགས,I_accumulate,5-4
འཁོར་བའི,འཁོར་བའི,cyclic_existence,5-4
ས་བོན,ས་བོན,seed,5-4
འཛད་དུ་མེད་པ,འཛད་དུ་མེད་པ,never-ending,5-4
འདིའི,འདིའི,of_this,5-4
གཞི་རྩ,གཞི་རྩ,root,5-4
ད་ལྟ,ད་ལྟ,right_now,5-4
ཆོད་ཅིག,ཆོད་ཅིག,Please_cut,5-4
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-4
དེ,དེ,this,5-5
རྒྱུ་ཚོགས་ཆེན,རྒྱུ་ཚོགས་ཆེན,great_accumulation_of_merit,5-5
སྔོན་དུ,སྔོན་དུ,preceded,5-5
མ་སོང་བས,མ་སོང་བས,has_not,5-5
དད་པས,དད་པས,with_faith,5-5
རྒྱལ་བའི་བསྟན་སྒོར,རྒྱལ་བའི་བསྟན་སྒོར,gateway_of_the_Victor's_teachings,5-5
ཞུགས,ཞུགས,entered,5-5
རློམས་ཀྱང,རློམས་ཀྱང,Though_I_boast_of_having,5-5
དཀོན་མཆོག་གསུམ,དཀོན་མཆོག་གསུམ,Three_Jewels,5-5
ལ,ལ,in_the,5-5
བློ་གཏད,བློ་གཏད,My_trust,5-5
མ་ཁེལ་བའི,མ་ཁེལ་བའི,has_not_been_firmly_established,5-5
ལས་སྒྲིབ,ལས་སྒྲིབ,karmic_obscurations,5-5
ཕྱུང་ཞིག,ཕྱུང་ཞིག,Please_uproot,5-5
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-5
མངོན་སུམ་དུ,མངོན་སུམ་དུ,before_my_eyes,5-6
ཡང,ཡང,Even,5-6
སྨིན་པར་གྱུར,སྨིན་པར་གྱུར,ripening,5-6
མཐོང་ན,མཐོང་ན,when_I_see,5-6
ད་དུང,ད་དུང,still,5-6
ལས,ལས,karma,5-6
དང་,དང་,and,5-6
ལས་ཀྱི་འབྲས་བུ,ལས་ཀྱི་འབྲས་བུ,its_results,5-6
ལ,ལ,in,5-6
ཡིད་ཆེས,ཡིད་ཆེས,faith,5-6
མ་སྐྱེས,མ་སྐྱེས,have_not_developed,5-6
གཅན་གཟན,གཅན་གཟན,beast_of_prey,5-6
ངུར་སྨྲིག་མདོག,ངུར་སྨྲིག་མདོག,saffron_robes,5-6
བདག་ཡིད,བདག་ཡིད,my_mind,5-6
དགེ་ལ,དགེ་ལ,toward_virtue,5-6
དྲོངས་ཤིག,དྲོངས་ཤིག,Please_lead,5-6
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-6
ཉིན་མཚན,ཉིན་མཚན,by_day_and_night,5-7
སྐད་ཅིག,སྐད་ཅིག,moment_by_moment,5-7
མི་རྟག,མི་རྟག,impermanent,5-7
མི་ཡི་ལུས,མི་ཡི་ལུས,human_body,5-7
ཡང་དག་འབྱོར་ལ,ཡང་དག་འབྱོར་ལ,Has_been_attained,5-7
དོན་ཆེན,དོན་ཆེན,great_purpose,5-7
མ་འགྲུབ་བར,མ་འགྲུབ་བར,remains_unaccomplished,5-7
བཟློག་པར་དཀའ་བ,བཟློག་པར་དཀའ་བ,so_difficult_to_turn_back,5-7
འཆི་བདག,འཆི་བདག,Lord_of_Death,5-7
ཞགས་པའི་རྒྱུན,ཞགས་པའི་རྒྱུན,continuous_noose,5-7
ཡེ་ཤེས་རལ་གྲིས,ཡེ་ཤེས་རལ་གྲིས,sword_of_wisdom,5-7
ཆོད་ཅིག,ཆོད་ཅིག,Please_sever,5-7
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-7
གནས་སྐབས་སུ,གནས་སྐབས་སུ,short_term,5-8
ཡང,ཡང,Even_in_the,5-8
གདོན,གདོན,demons,5-8
རིམས,རིམས,epidemics,5-8
དུག,དུག,poisons,5-8
མཚོན,མཚོན,weapons,5-8
གློ་བུར་ཉིད་དུ,གློ་བུར་ཉིད་དུ,sudden,5-8
གཤིས་ངན,གཤིས་ངན,base_conditions,5-8
འཆི་བ,འཆི་བ,death,5-8
དང་,དང་,and,5-8
མེ,མེ,fire,5-8
ཆུ,ཆུ,water,5-8
གཅན,གཅན,beasts,5-8
སོགས,སོགས,and_so_forth,5-8
བརྒྱད,བརྒྱད,eight,5-8
དང་,དང་,and,5-8
བཅུ་དྲུག,བཅུ་དྲུག,sixteen,5-8
འཇིགས,འཇིགས,fears,5-8
ལས,ལས,from,5-8
མྱུར་ཏུ,མྱུར་ཏུ,quickly,5-8
སྐྱོབས་ཤིག,སྐྱོབས་ཤིག,Please_protect_me,5-8
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-8
བདག་འཛིན་ངན,བདག་འཛིན་ངན,evil_of_self-grasping,5-9
གོམས,གོམས,habituated,5-9
སེམས་ཀྱི་རྒྱུན,སེམས་ཀྱི་རྒྱུན,stream_of_mind,5-9
ཇི་སྲིད,ཇི་སྲིད,As_long_as,5-9
དེ་སྲིད,དེ་སྲིད,For_that_long,5-9
སྡུག་བསྔལ་ཆུ་བོ,སྡུག་བསྔལ་ཆུ་བོ,river_of_suffering,5-9
རྟག,རྟག,constantly,5-9
འབབས་པས,འབབས་པས,will_flow,5-9
ཕུང་སོགས,ཕུང་སོགས,aggregates_and_so_forth,5-9
རང་བཞིན,རང་བཞིན,nature,5-9
ཡོངས་སུ་ཤེས་པ་ཡི,ཡོངས་སུ་ཤེས་པ་ཡི,regarding,5-9
རྟོགས་པའི་སྒྲོན་མེ,རྟོགས་པའི་སྒྲོན་མེ,lamp_of_realization,5-9
སྤོར་ཞིག,སྤོར་ཞིག,Please_ignite,5-9
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-9
འགྲོ་རྣམས,འགྲོ་རྣམས,all_beings,5-10
མར,མར,as_my_mothers,5-10
ཤེས,ཤེས,recognize,5-10
བྱམས,བྱམས,love,5-10
དང་,དང་,and,5-10
སྙིང་བརྩེ་བ,སྙིང་བརྩེ་བ,compassion,5-10
ཚིག་ཙམ་མིན་པར,ཚིག་ཙམ་མིན་པར,Not_just_in_words,5-10
གཞན་གྱི་སྡུག་བསྔལ,གཞན་གྱི་སྡུག་བསྔལ,suffering_of_others,5-10
དང་,དང་,and,5-10
བདག་བདེ,བདག་བདེ,my_own_happiness,5-10
དངོས་སུ་བརྗེ་བའི,དངོས་སུ་བརྗེ་བའི,truly_exchanging,5-10
དཔའ་རྣམས་ཀྱི,དཔའ་རྣམས་ཀྱི,courage_of_those_who_do_this,5-10
སྙིང་སྟོབས,སྙིང་སྟོབས,courage,5-10
རླབས་ཆེན,རླབས་ཆེན,vast_and_great,5-10
སྐྱེད་ཅིག,སྐྱེད་ཅིག,please_cultivate,5-10
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-10
ཚེ་རབས་ཀུན་ཏུ,ཚེ་རབས་ཀུན་ཏུ,In_all_my_lifetimes,5-11
ཕྱིན་ཅི་མ་ལོག་པའི,ཕྱིན་ཅི་མ་ལོག་པའི,not_mistaken,5-11
དགེ་བའི་བཤེས,དགེ་བའི་བཤེས,spiritual_friend,5-11
མཇལ,མཇལ,may_I_meet,5-11
དེས,དེས,through_them,5-11
བསྟན་ཆོས་ཀུན,བསྟན་ཆོས་ཀུན,all_the_teachings,5-11
རྟོགས,རྟོགས,understand,5-11
བྱང་ཆུབ་བར་དུ,བྱང་ཆུབ་བར་དུ,until_enlightenment,5-11
ཚེ,ཚེ,life,5-11
དང་,དང་,and,5-11
ཐར,ཐར,liberation,5-11
སོགས,སོགས,and_so_forth,5-11
བར་གཅོད,བར་གཅོད,that_obstruct,5-11
བདུད་དཔུང,བདུད་དཔུང,demonic_forces,5-11
གཞོམས་ཤིག,གཞོམས་ཤིག,please_destroy,5-11
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-11
བློ་མིག,བློ་མིག,eye_of_wisdom,5-12
རྡུལ་བྲལ,རྡུལ་བྲལ,free_from_the_dust,5-12
ཟབ་མོའི,ཟབ་མོའི,profound,5-12
ཤེས་རབ,ཤེས་རབ,insight,5-12
ལྡན,ལྡན,Possessing,5-12
ཉོན་མོངས,ཉོན་མོངས,afflictions,5-12
བགས་ཀྱིས,བགས་ཀྱིས,gradually,5-12
ཆུང་བའི,ཆུང་བའི,diminish,5-12
ཟོ་བཟང་བས,ཟོ་བཟང་བས,excellent_conduct,5-12
བསླབ་ལ,བསླབ་ལ,for_the_training,5-12
རབ་གུས,རབ་གུས,great_respect,5-12
དྲན,དྲན,mindfulness,5-12
དང་,དང་,and,5-12
ཤེས་བཞིན་པར,ཤེས་བཞིན་པར,vigilance,5-12
བདག་རྒྱུད,བདག་རྒྱུད,my_mind-stream,5-12
ཆོས་དང་,ཆོས་དང་,with_the_Dharma,5-12
བསྲེས་ཤིག,བསྲེས་ཤིག,please_blend,5-12
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-12
ནམ་ཞིག,ནམ་ཞིག,finally,5-13
ཚེ་ཡི་འཕེན་པ,ཚེ་ཡི་འཕེན་པ,momentum_of_my_life,5-13
རྫོགས་པའི་ཚེ,རྫོགས་པའི་ཚེ,when_reaches_its_end,5-13
གནད་གཅོད་མེད་པར,གནད་གཅོད་མེད་པར,Without_fear,5-13
འདུ་ཤེས་བཅུ,འདུ་ཤེས་བཅུ,ten_perceptions,5-13
རྟོགས་ནས,རྟོགས་ནས,having_realized,5-13
སྐྱེ་འགག་མཐའ་བྲལ,སྐྱེ་འགག་མཐའ་བྲལ,free_from_the_extremes_of_birth_and_cessation,5-13
དབྱིངས་སུ,དབྱིངས་སུ,basic_space,5-13
ལ་བཟླ་བའི,ལ་བཟླ་བའི,Into,5-13
འོད་གསལ,འོད་གསལ,clear_light,5-13
རང་ངོ,རང་ངོ,nature,5-13
སྤྲོད་ཅིག,སྤྲོད་ཅིག,please_introduce_me_to,5-13
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-13
བར་དོ,བར་དོ,bardo,5-14
ཡུད་ཙམ,ཡུད་ཙམ,fleeting_moment,5-14
ཤར་ན,ཤར་ན,appears,5-14
ཡང,ཡང,Even_if,5-14
དག་སྣང་དཀྱིལ་འཁོར,དག་སྣང་དཀྱིལ་འཁོར,pure_mandala,5-14
སྤྲོ་བསྡུ,སྤྲོ་བསྡུ,emanation_and_reabsorption,5-14
རྫོགས,རྫོགས,be_complete,5-14
བདེ་ལྡན,བདེ་ལྡན,Great_Bliss,5-14
པདྨོ་བཀོད,པདྨོ་བཀོད,Lotus_Array,5-14
ལ,ལ,in,5-14
སོགས,སོགས,and_other_such_realms,5-14
དག་པའི་ཞིང་དུ,དག་པའི་ཞིང་དུ,to_a_pure_land,5-14
སྐྱོལ་ཞིག,སྐྱོལ་ཞིག,please_lead_me,5-14
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,O_Jetsunma,5-14
བསམ་བཞིན,བསམ་བཞིན,through_my_own_intention,5-15
སྲིད་པར་འཇུག་པ,སྲིད་པར་འཇུག་པ,taking_birth_in_existence,5-15
མ་གཏོགས་པ,མ་གཏོགས་པ,Except_for,5-15
